Id,Class
330,129
331,302
332,229
333,107
334,329
335,999
336,259
337,232
338,164
339,10
340,220
341,549
342,191
343,391
344,120
345,234
346,169
347,504
348,355
349,114
350,367
351,903
352,391
353,10
354,139
355,690
356,556
357,269
358,774
359,425
360,248
361,146
362,546
363,513
364,546
365,766
366,22
367,252
368,266
369,217
370,217
371,415
372,160
373,381
374,592
375,314
376,193
377,319
378,190
379,136
380,136
381,204
382,558
383,448
384,397
385,97
386,766
387,151
388,557
389,136
390,330
391,234
392,549
393,391
394,12
395,522
396,22
397,903
398,107
399,690
400,296
401,125
402,147
403,505
404,549
405,27
406,125
407,774
408,769
409,195
410,302
411,943
412,391
413,193
414,147
415,2
416,22
417,244
418,223
419,217
420,261
421,124
422,102
423,16
424,101
425,22
426,154
427,154
428,136
429,155
430,226
431,405
432,27
433,237
434,297
435,13
436,11
437,350
438,236
439,13
440,330
441,291
442,154
443,164
444,387
445,348
446,225
447,226
448,297
449,226
450,821
451,159
452,10
453,232
454,200
455,125
456,298
457,164
458,102
459,180
460,274
461,248
462,125
463,193
464,217
465,336
466,220
467,549
468,874
469,314
470,175
471,145
472,331
473,903
474,291
475,124
476,225
477,217
478,189
479,11
480,339
481,266
482,438
483,531
484,500
485,403
486,903
487,803
488,175
489,204
490,592
491,774
492,232
493,478
494,252
495,190
496,332
497,381
498,397
499,124
500,124
501,354
502,522
503,159
504,221
505,27
506,443
507,102
508,515
509,270
510,774
511,672
512,204
513,217
514,367
515,228
516,302
517,320
518,260
519,391
520,351
521,232
522,204
523,221
524,192
525,549
526,381
527,129
528,120
529,330
530,486
531,319
532,549
533,425
534,104
535,178
536,107
537,232
538,816
539,220
540,874
541,124
542,902
543,175
544,107
545,333
546,327
547,145
548,133
549,117
550,212
551,237
552,339
553,130
554,270
555,803
556,220
557,175
558,769
559,391
560,221
561,461
562,224
563,22
564,197
565,136
566,592
567,308
568,317
569,241
570,543
571,107
572,334
573,508
574,13
575,195
576,302
577,784
578,549
579,270
580,148
581,303
582,27
583,326
584,124
585,193
586,397
587,261
588,342
589,180
590,120
591,612
592,317
593,291
594,241
595,274
596,147
597,337
598,10
599,769
600,769
601,248
602,248
603,391
604,34
605,296
606,188
607,153
608,232
609,413
610,252
611,152
612,273
613,296
614,218
615,101
616,136
617,259
618,206
619,319
620,903
621,523
622,106
623,577
624,268
625,554
626,217
627,1
628,314
629,557
630,26
631,549
632,371
633,193
634,774
635,379
636,461
637,116
638,903
639,269
640,217
641,136
642,549
643,150
644,549
645,192
646,1000
647,690
648,221
649,354
650,175
651,354
652,180
653,267
654,319
655,230
656,409
657,217
658,166
659,519
660,180
661,262
662,206
663,39
664,769
665,119
666,391
667,394
668,287
669,46
670,199
671,549
672,298
673,179
674,769
675,292
676,391
677,774
678,345
679,91
680,175
681,219
682,255
683,394
684,10
685,644
686,330
687,544
688,554
689,750
690,10
691,523
692,131
693,381
694,943
695,197
696,610
697,232
698,405
699,297
700,903
701,275
702,302
703,259
704,765
705,387
706,533
707,163
708,3
709,124
710,205
711,695
712,322
713,224
714,577
715,305
716,518
717,1000
718,136
719,296
720,520
721,339
722,217
723,363
724,119
725,327
726,293
727,1
728,126
729,268
730,455
731,257
732,874
733,523
734,104
735,147
736,305
737,592
738,35
739,405
740,266
741,103
742,313
743,329
744,314
745,259
746,22
747,120
748,223
749,266
750,523
751,690
752,503
753,195
754,220
755,903
756,270
757,769
758,362
759,403
760,222
761,237
762,214
763,391
764,772
765,409
766,922
767,330
768,549
769,355
770,548
771,141
772,168
773,190
774,114
775,173
776,523
777,523
778,140
779,221
780,769
781,261
782,228
783,176
784,441
785,260
786,308
787,219
788,501
789,206
790,222
791,12
792,219
793,170
794,248
795,288
796,34
797,351
798,322
799,102
800,502
801,190
802,234
803,300
804,774
805,346
806,226
807,129
808,133
809,228
810,549
811,219
812,261
813,136
814,237
815,612
816,646
817,153
818,512
819,237
820,261
821,248
822,335
823,334
824,118
825,300
826,193
827,879
828,330
829,380
830,124
831,659
832,450
833,403
834,269
835,125
836,46
837,143
838,10
839,284
840,46
841,117
842,107
843,409
844,16
845,107
846,384
847,409
848,155
849,827
850,330
851,234
852,330
853,391
854,391
855,174
856,221
857,339
858,136
859,1000
860,102
861,733
862,409
863,136
864,583
865,119
866,350
867,34
868,520
869,504
870,217
871,199
872,18
873,343
874,109
875,133
876,219
877,361
878,180
879,311
880,549
881,136
882,1000
883,102
884,605
885,274
886,125
887,46
888,118
889,903
890,154
891,176
892,354
893,190
894,381
895,326
896,357
897,391
898,195
899,320
900,510
901,107
902,412
903,136
904,108
905,546
906,344
907,163
908,774
909,167
910,675
911,151
912,520
913,732
914,303
915,387
916,302
917,278
918,273
919,225
920,413
921,379
922,25
923,298
924,903
925,445
926,592
927,107
928,336
929,864
930,217
931,943
932,323
933,248
934,185
935,247
936,105
937,193
938,299
939,120
940,158
941,468
942,175
943,903
944,223
945,312
946,816
947,8
948,165
949,107
950,34
951,273
952,217
953,119
954,405
955,610
956,170
957,386
958,139
959,303
960,403
961,27
962,107
963,455
964,546
965,323
966,339
967,298
968,302
969,119
970,34
971,256
972,832
973,233
974,143
975,452
976,297
977,136
978,22
979,107
980,501
981,266
982,344
983,903
984,827
985,125
986,164
987,582
988,206
989,274
990,199
991,119
992,226
993,274
994,296
995,232
996,129
997,1000
998,27
999,503
1000,222
1001,192
1002,405
1003,510
1004,149
1005,319
1006,766
1007,150
1008,124
1009,221
1010,331
1011,24
1012,190
1013,274
1014,221
1015,325
1016,774
1017,473
1018,769
1019,303
1020,124
1021,100
1022,803
1023,803
1024,35
1025,425
1026,120
1027,352
1028,821
1029,774
1030,344
1031,390
1032,940
1033,52
1034,133
1035,222
1036,581
1037,304
1038,124
1039,393
1040,549
1041,298
1042,549
1043,232
1044,225
1045,133
1046,330
1047,991
1048,548
1049,526
1050,656
1051,194
1052,769
1053,215
1054,106
1055,122
1056,554
1057,903
1058,245
1059,10
1060,338
1061,330
1062,346
1063,298
1064,195
1065,549
1066,592
1067,226
1068,195
1069,16
1070,34
1071,999
1072,339
1073,238
1074,605
1075,480
1076,232
1077,327
1078,999
1079,1000
1080,319
1081,107
1082,101
1083,156
1084,435
1085,234
1086,297
1087,175
1088,535
1089,219
1090,139
1091,222
1092,774
1093,107
1094,217
1095,126
1096,296
1097,221
1098,25
1099,149
1100,352
1101,480
1102,193
1103,342
1104,335
1105,136
1106,943
1107,232
1108,179
1109,214
1110,548
1111,27
1112,319
1113,651
1114,732
1115,391
1116,190
1117,175
1118,11
1119,147
1120,217
1121,118
1122,298
1123,274
1124,125
1125,193
1126,274
1127,578
1128,35
1129,223
1130,899
1131,242
1132,442
1133,969
1134,248
1135,273
1136,190
1137,628
1138,232
1139,825
1140,549
1141,199
1142,266
1143,204
1144,107
1145,346
1146,578
1147,155
1148,244
1149,999
1150,165
1151,226
1152,699
1153,118
1154,549
1155,102
1156,206
1157,165
1158,549
1159,301
1160,143
1161,219
1162,455
1163,102
1164,690
1165,381
1166,226
1167,300
1168,750
1169,22
1170,996
1171,34
1172,821
1173,124
1174,248
1175,15
1176,219
1177,225
1178,328
1179,318
1180,103
1181,120
1182,46
1183,228
1184,107
1185,1000
1186,107
1187,302
1188,719
1189,234
1190,217
1191,35
1192,125
1193,223
1194,769
1195,13
1196,774
1197,120
1198,27
1199,121
1200,474
1201,367
1202,223
1203,468
1204,101
1205,440
1206,305
1207,124
1208,203
1209,318
1210,126
1211,355
1212,288
1213,232
1214,549
1215,366
1216,391
1217,320
1218,784
1219,225
1220,226
1221,468
1222,793
1223,120
1224,226
1225,903
1226,790
1227,226
1228,197
1229,248
1230,455
1231,206
1232,217
1233,167
1234,342
1235,549
1236,468
1237,158
1238,237
1239,403
1240,139
1241,174
1242,228
1243,549
1244,311
1245,784
1246,474
1247,107
1248,147
1249,217
1250,158
1251,454
1252,232
1253,231
1254,381
1255,148
1256,554
1257,154
1258,258
1259,409
1260,192
1261,217
1262,922
1263,193
1264,515
1265,232
1266,27
1267,136
1268,546
1269,651
1270,656
1271,312
1272,225
1273,318
1274,320
1275,120
1276,577
1277,225
1278,385
1279,244
1280,164
1281,125
1282,813
1283,311
1284,178
1285,136
1286,140
1287,118
1288,170
1289,234
1290,391
1291,480
1292,261
1293,316
1294,610
1295,12
1296,490
1297,503
1298,266
1299,225
1300,561
1301,297
1302,15
1303,107
1304,129
1305,543
1306,102
1307,303
1308,302
1309,22
1310,307
1311,229
1312,120
1313,241
1314,324
1315,22
1316,10
1317,119
1318,403
1319,334
1320,355
1321,344
1322,578
1323,234
1324,330
1325,557
1326,312
1327,310
1328,120
1329,217
1330,774
1331,999
1332,170
1333,217
1334,124
1335,120
1336,1000
1337,190
1338,180
1339,337
1340,273
1341,27
1342,172
1343,180
1344,3
1345,769
1346,173
1347,387
1348,549
1349,234
1350,346
1351,112
1352,302
1353,379
1354,612
1355,384
1356,237
1357,571
1358,330
1359,152
1360,330
1361,355
1362,200
1363,180
1364,198
1365,113
1366,468
1367,238
1368,210
1369,33
1370,318
1371,391
1372,521
1373,343
1374,319
1375,199
1376,549
1377,173
1378,312
1379,949
1380,656
1381,136
1382,303
1383,273
1384,277
1385,153
1386,115
1387,549
1388,445
1389,716
1390,784
1391,351
1392,232
1393,237
1394,1
1395,453
1396,520
1397,331
1398,226
1399,252
1400,217
1401,103
1402,296
1403,319
1404,136
1405,403
1406,138
1407,405
1408,125
1409,355
1410,20
1411,176
1412,103
1413,107
1414,311
1415,297
1416,125
1417,312
1418,27
1419,549
1420,903
1421,163
1422,278
1423,774
1424,309
1425,311
1426,192
1427,237
1428,774
1429,226
1430,104
1431,903
1432,441
1433,136
1434,304
1435,120
1436,107
1437,690
1438,769
1439,232
1440,303
1441,605
1442,46
1443,999
1444,391
1445,578
1446,150
1447,27
1448,198
1449,182
1450,136
1451,11
1452,300
1453,27
1454,266
1455,610
1456,334
1457,266
1458,137
1459,796
1460,137
1461,190
1462,334
1463,256
1464,803
1465,999
1466,763
1467,136
1468,339
1469,124
1470,234
1471,193
1472,302
1473,190
1474,172
1475,274
1476,252
1477,129
1478,173
1479,206
1480,195
1481,742
1482,391
1483,498
1484,245
1485,440
1486,298
1487,311
1488,301
1489,147
1490,647
1491,12
1492,226
1493,519
1494,819
1495,219
1496,10
1497,294
1498,104
1499,125
1500,388
1501,367
1502,1000
1503,865
1504,546
1505,769
1506,217
1507,217
1508,690
1509,298
1510,769
1511,46
1512,347
1513,10
1514,10
1515,288
1516,128
1517,175
1518,525
1519,120
1520,120
1521,350
1522,248
1523,302
1524,232
1525,102
1526,124
1527,24
1528,179
1529,237
1530,578
1531,527
1532,219
1533,217
1534,1000
1535,217
1536,219
1537,397
1538,13
1539,381
1540,628
1541,1
1542,558
1543,341
1544,227
1545,879
1546,142
1547,480
1548,874
1549,774
1550,656
1551,102
1552,120
1553,769
1554,153
1555,273
1556,870
1557,265
1558,999
1559,124
1560,258
1561,192
1562,148
1563,310
1564,561
1565,234
1566,230
1567,274
1568,251
1569,23
1570,397
1571,381
1572,522
1573,445
1574,524
1575,103
1576,379
1577,339
1578,234
1579,110
1580,931
1581,381
1582,455
1583,188
1584,102
1585,107
1586,10
1587,303
1588,763
1589,193
1590,387
1591,120
1592,381
1593,217
1594,10
1595,259
1596,648
1597,413
1598,152
1599,102
1600,125
1601,183
1602,10
1603,549
1604,283
1605,549
1606,120
1607,1
1608,903
1609,151
1610,305
1611,124
1612,120
1613,362
1614,107
1615,405
1616,288
1617,233
1618,901
1619,35
1620,22
1621,330
1622,140
1623,237
1624,475
1625,136
1626,147
1627,107
1628,101
1629,322
1630,175
1631,409
1632,275
1633,381
1634,219
1635,557
1636,313
1637,296
1638,816
1639,592
1640,397
1641,769
1642,37
1643,397
1644,322
1645,126
1646,270
1647,11
1648,273
1649,136
1650,207
1651,12
1652,401
1653,219
1654,549
1655,381
1656,330
1657,376
1658,225
1659,232
1660,380
1661,217
1662,302
1663,549
1664,413
1665,342
1666,219
1667,375
1668,259
1669,104
1670,226
1671,174
1672,120
1673,217
1674,510
1675,359
1676,155
1677,832
1678,940
1679,322
1680,297
1681,1
1682,457
1683,600
1684,46
1685,107
1686,398
1687,342
1688,420
1689,217
1690,104
1691,481
1692,241
1693,234
1694,375
1695,578
1696,220
1697,195
1698,10
1699,903
1700,206
1701,234
1702,999
1703,193
1704,247
1705,302
1706,311
1707,228
1708,26
1709,139
1710,136
1711,129
1712,343
1713,393
1714,164
1715,348
1716,413
1717,1000
1718,125
1719,314
1720,1000
1721,2
1722,903
1723,480
1724,120
1725,366
1726,228
1727,170
1728,27
1729,549
1730,100
1731,184
1732,147
1733,299
1734,175
1735,107
1736,874
1737,554
1738,107
1739,215
1740,232
1741,519
1742,549
1743,293
1744,774
1745,549
1746,790
1747,165
1748,187
1749,304
1750,129
1751,578
1752,103
1753,494
1754,228
1755,175
1756,231
1757,222
1758,325
1759,190
1760,312
1761,350
1762,329
1763,903
1764,774
1765,143
1766,690
1767,190
1768,221
1769,10
1770,903
1771,840
1772,534
1773,578
1774,162
1775,154
1776,274
1777,381
1778,549
1779,214
1780,126
1781,549
1782,237
1783,225
1784,116
1785,297
1786,397
1787,164
1788,348
1789,102
1790,152
1791,488
1792,140
1793,549
1794,106
1795,192
1796,107
1797,381
1798,296
1799,304
1800,549
1801,193
1802,302
1803,193
1804,156
1805,954
1806,125
1807,421
1808,319
1809,304
1810,11
1811,231
1812,193
1813,41
1814,10
1815,119
1816,216
1817,531
1818,266
1819,311
1820,330
1821,204
1822,943
1823,291
1824,107
1825,362
1826,251
1827,781
1828,35
1829,175
1830,440
1831,10
1832,133
1833,232
1834,26
1835,490
1836,180
1837,774
1838,690
1839,24
1840,206
1841,488
1842,120
1843,219
1844,342
1845,334
1846,301
1847,125
1848,522
1849,359
1850,225
1851,496
1852,421
1853,381
1854,13
1855,344
1856,175
1857,267
1858,774
1859,322
1860,129
1861,136
1862,135
1863,903
1864,27
1865,391
1866,663
1867,311
1868,379
1869,118
1870,232
1871,314
1872,97
1873,206
1874,519
1875,322
1876,551
1877,304
1878,248
1879,592
1880,190
1881,592
1882,658
1883,116
1884,219
1885,313
1886,232
1887,35
1888,258
1889,22
1890,827
1891,450
1892,120
1893,195
1894,164
1895,769
1896,124
1897,267
1898,206
1899,247
1900,118
1901,314
1902,455
1903,104
1904,310
1905,417
1906,512
1907,816
1908,634
1909,903
1910,107
1911,167
1912,190
1913,784
1914,769
1915,557
1916,217
1917,526
1918,10
1919,814
1920,750
1921,206
1922,816
1923,426
1924,107
1925,535
1926,125
1927,944
1928,450
1929,926
1930,351
1931,153
1932,228
1933,549
1934,222
1935,503
1936,226
1937,248
1938,206
1939,784
1940,306
1941,219
1942,384
1943,319
1944,335
1945,27
1946,903
1947,141
1948,107
1949,115
1950,217
1951,605
1952,269
1953,274
1954,370
1955,769
1956,106
1957,558
1958,195
1959,199
1960,344
1961,180
1962,393
1963,10
1964,108
1965,314
1966,578
1967,891
1968,35
1969,578
1970,216
1971,559
1972,174
1973,244
1974,827
1975,136
1976,475
1977,664
1978,249
1979,226
1980,308
1981,207
1982,429
1983,323
1984,585
1985,413
1986,35
1987,832
1988,200
1989,25
1990,220
1991,125
1992,681
1993,190
1994,509
1995,515
1996,208
1997,217
1998,300
1999,327
2000,490
2001,107
2002,1000
2003,319
2004,125
2005,148
2006,535
2007,301
2008,273
2009,243
2010,124
2011,879
2012,842
2013,217
2014,10
2015,277
2016,790
2017,17
2018,14
2019,235
2020,107
2021,547
2022,124
2023,196
2024,46
2025,546
2026,22
2027,193
2028,228
2029,238
2030,943
2031,548
2032,234
2033,147
2034,234
2035,267
2036,1
2037,107
2038,344
2039,228
2040,27
2041,832
2042,340
2043,330
2044,290
2045,387
2046,119
2047,232
2048,288
2049,137
2050,101
2051,221
2052,337
2053,1
2054,319
2055,339
2056,298
2057,136
2058,763
2059,102
2060,233
2061,122
2062,217
2063,601
2064,273
2065,827
2066,347
2067,124
2068,232
2069,391
2070,137
2071,543
2072,343
2073,355
2074,214
2075,232
2076,355
2077,342
2078,204
2079,155
2080,533
2081,784
2082,138
2083,331
2084,217
2085,243
2086,226
2087,148
2088,300
2089,217
2090,232
2091,804
2092,387
2093,331
2094,120
2095,330
2096,101
2097,124
2098,141
2099,873
2100,226
2101,330
2102,124
2103,531
2104,351
2105,366
2106,874
2107,302
2108,175
2109,393
2110,549
2111,331
2112,369
2113,381
2114,27
2115,319
2116,578
2117,225
2118,279
2119,261
2120,101
2121,129
2122,381
2123,548
2124,120
2125,223
2126,270
2127,319
2128,266
2129,172
2130,332
2131,918
2132,677
2133,230
2134,175
2135,217
2136,217
2137,332
2138,124
2139,27
2140,17
2141,305
2142,345
2143,344
2144,175
2145,319
2146,523
2147,450
2148,536
2149,221
2150,131
2151,769
2152,368
2153,647
2154,330
2155,107
2156,115
2157,716
2158,10
2159,226
2160,273
2161,690
2162,257
2163,221
2164,311
2165,219
2166,305
2167,940
2168,106
2169,503
2170,310
2171,517
2172,156
2173,305
2174,10
2175,443
2176,217
2177,314
2178,129
2179,120
2180,303
2181,30
2182,765
2183,241
2184,225
2185,296
2186,170
2187,409
2188,485
2189,391
2190,107
2191,273
2192,364
2193,237
2194,255
2195,34
2196,120
2197,118
2198,136
2199,298
2200,302
2201,774
2202,549
2203,319
2204,330
2205,508
2206,291
2207,226
2208,367
2209,319
2210,248
2211,870
2212,10
2213,199
2214,337
2215,279
2216,129
2217,472
2218,237
2219,106
2220,317
2221,523
2222,107
2223,221
2224,10
2225,225
2226,266
2227,298
2228,219
2229,102
2230,319
2231,334
2232,803
2233,141
2234,903
2235,381
2236,769
2237,367
2238,601
2239,164
2240,330
2241,34
2242,921
2243,10
2244,293
2245,136
2246,136
2247,327
2248,228
2249,163
2250,126
2251,397
2252,337
2253,1000
2254,403
2255,259
2256,273
2257,391
2258,228
2259,549
2260,381
2261,147
2262,543
2263,153
2264,480
2265,158
2266,129
2267,350
2268,903
2269,13
2270,119
2271,800
2272,226
2273,335
2274,219
2275,355
2276,24
2277,125
2278,444
2279,343
2280,380
2281,154
2282,219
2283,546
2284,219
2285,230
2286,241
2287,312
2288,248
2289,161
2290,413
2291,273
2292,218
2293,164
2294,243
2295,335
2296,120
2297,154
2298,732
2299,234
2300,168
2301,181
2302,223
2303,546
2304,521
2305,162
2306,549
2307,200
2308,12
2309,107
2310,322
2311,28
2312,413
2313,355
2314,267
2315,774
2316,226
2317,884
2318,323
2319,314
2320,336
2321,353
2322,361
2323,129
2324,195
2325,438
2326,305
2327,804
2328,349
2329,129
2330,391
2331,226
2332,298
2333,355
2334,227
2335,228
2336,141
2337,303
2338,502
2339,320
2340,190
2341,116
2342,531
2343,125
2344,217
2345,232
2346,10
2347,193
2348,223
2349,352
2350,478
2351,489
2352,297
2353,120
2354,266
2355,193
2356,816
2357,380
2358,651
2359,124
2360,818
2361,151
2362,562
2363,387
2364,232
2365,353
2366,549
2367,351
2368,467
2369,110
2370,10
2371,232
2372,22
2373,273
2374,139
2375,403
2376,391
2377,873
2378,273
2379,217
2380,273
2381,397
2382,234
2383,259
2384,148
2385,278
2386,769
2387,107
2388,311
2389,200
2390,162
2391,302
2392,774
2393,504
2394,140
2395,468
2396,221
2397,219
2398,330
2399,816
2400,164
2401,107
2402,738
2403,153
2404,116
2405,107
2406,273
2407,821
2408,549
2409,557
2410,391
2411,136
2412,225
2413,429
2414,319
2415,1000
2416,107
2417,535
2418,261
2419,514
2420,403
2421,136
2422,193
2423,217
2424,22
2425,331
2426,124
2427,10
2428,195
2429,754
2430,450
2431,291
2432,302
2433,129
2434,525
2435,110
2436,762
2437,214
2438,295
2439,270
2440,174
2441,124
2442,489
2443,175
2444,345
2445,267
2446,136
2447,123
2448,769
2449,515
2450,769
2451,226
2452,391
2453,512
2454,301
2455,193
2456,120
2457,407
2458,237
2459,632
2460,132
2461,827
2462,193
2463,290
2464,222
2465,421
2466,269
2467,234
2468,226
2469,145
2470,221
2471,207
2472,578
2473,237
2474,136
2475,192
2476,387
2477,153
2478,870
2479,193
2480,273
2481,651
2482,505
2483,4
2484,298
2485,500
2486,298
2487,656
2488,232
2489,195
2490,269
2491,573
2492,387
2493,417
2494,297
2495,232
2496,309
2497,385
2498,319
2499,27
2500,147
2501,107
2502,10
2503,305
2504,157
2505,712
2506,159
2507,575
2508,769
2509,107
2510,226
2511,226
2512,301
2513,578
2514,651
2515,943
2516,230
2517,475
2518,226
2519,549
2520,3
2521,409
2522,232
2523,543
2524,217
2525,154
2526,163
2527,148
2528,220
2529,300
2530,46
2531,232
2532,226
2533,103
2534,221
2535,149
2536,468
2537,217
2538,304
2539,120
2540,30
2541,219
2542,1000
2543,35
2544,129
2545,237
2546,22
2547,355
2548,769
2549,259
2550,153
2551,118
2552,769
2553,228
2554,125
2555,175
2556,207
2557,10
2558,175
2559,578
2560,206
2561,903
2562,145
2563,156
2564,605
2565,690
2566,327
2567,234
2568,226
2569,219
2570,16
2571,226
2572,379
2573,192
2574,136
2575,190
2576,175
2577,351
2578,193
2579,221
2580,413
2581,102
2582,480
2583,318
2584,162
2585,234
2586,25
2587,345
2588,226
2589,651
2590,362
2591,135
2592,136
2593,122
2594,309
2595,125
2596,104
2597,291
2598,255
2599,125
2600,164
2601,163
2602,903
2603,690
2604,1000
2605,774
2606,702
2607,718
2608,190
2609,175
2610,126
2611,769
2612,816
2613,635
2614,155
2615,1000
2616,769
2617,531
2618,944
2619,228
2620,578
2621,136
2622,397
2623,107
2624,829
2625,309
2626,401
2627,443
2628,226
2629,149
2630,226
2631,298
2632,107
2633,317
2634,380
2635,943
2636,49
2637,164
2638,551
2639,222
2640,34
2641,339
2642,832
2643,125
2644,348
2645,186
2646,774
2647,17
2648,509
2649,647
2650,413
2651,381
2652,180
2653,180
2654,769
2655,217
2656,1000
2657,270
2658,355
2659,156
2660,244
2661,273
2662,125
2663,107
2664,152
2665,234
2666,549
2667,225
2668,110
2669,397
2670,549
2671,219
2672,578
2673,288
2674,339
2675,270
2676,206
2677,308
2678,403
2679,336
2680,206
2681,353
2682,387
2683,337
2684,255
2685,308
2686,46
2687,258
2688,217
2689,832
2690,129
2691,21
2692,312
2693,226
2694,237
2695,107
2696,136
2697,206
2698,101
2699,275
2700,346
2701,400
2702,193
2703,774
2704,552
2705,174
2706,27
2707,784
2708,226
2709,233
2710,310
2711,258
2712,34
2713,217
2714,217
2715,769
2716,193
2717,784
2718,222
2719,120
2720,591
2721,107
2722,303
2723,501
2724,480
2725,269
2726,217
2727,999
2728,157
2729,816
2730,226
2731,527
2732,257
2733,164
2734,366
2735,549
2736,769
2737,125
2738,549
2739,674
2740,183
2741,518
2742,288
2743,217
2744,107
2745,290
2746,230
2747,322
2748,454
2749,10
2750,118
2751,677
2752,690
2753,541
2754,298
2755,556
2756,218
2757,226
2758,605
2759,137
2760,219
2761,342
2762,148
2763,553
2764,273
2765,662
2766,381
2767,1
2768,1000
2769,355
2770,442
2771,35
2772,190
2773,322
2774,226
2775,24
2776,828
2777,107
2778,367
2779,656
2780,546
2781,126
2782,457
2783,879
2784,774
2785,232
2786,549
2787,903
2788,198
2789,232
2790,107
2791,318
2792,308
2793,124
2794,147
2795,136
2796,226
2797,183
2798,546
2799,417
2800,576
2801,334
2802,126
2803,391
2804,112
2805,803
2806,903
2807,232
2808,903
2809,348
2810,11
2811,397
2812,179
2813,352
2814,1
2815,267
2816,225
2817,129
2818,390
2819,903
2820,330
2821,271
2822,119
2823,318
2824,696
2825,258
2826,488
2827,217
2828,221
2829,391
2830,769
2831,384
2832,217
2833,330
2834,35
2835,102
2836,27
2837,131
2838,136
2839,125
2840,143
2841,279
2842,302
2843,24
2844,578
2845,158
2846,13
2847,1
2848,226
2849,107
2850,13
2851,116
2852,270
2853,3
2854,355
2855,221
2856,139
2857,204
2858,125
2859,769
2860,592
2861,228
2862,151
2863,226
2864,504
2865,221
2866,175
2867,549
2868,391
2869,140
2870,750
2871,226
2872,232
2873,638
2874,217
2875,11
2876,119
2877,892
2878,195
2879,219
2880,663
2881,421
2882,415
2883,200
2884,221
2885,225
2886,107
2887,167
2888,175
2889,455
2890,175
2891,405
2892,450
2893,107
2894,903
2895,267
2896,273
2897,425
2898,473
2899,22
2900,219
2901,302
2902,774
2903,387
2904,381
2905,237
2906,155
2907,112
2908,302
2909,391
2910,592
2911,450
2912,119
2913,409
2914,119
2915,23
2916,35
2917,258
2918,763
2919,390
2920,217
2921,48
2922,994
2923,302
2924,546
2925,344
2926,431
2927,266
2928,217
2929,803
2930,690
2931,519
2932,206
2933,320
2934,302
2935,273
2936,148
2937,298
2938,513
2939,190
2940,164
2941,414
2942,732
2943,302
2944,232
2945,124
2946,102
2947,381
2948,141
2949,195
2950,312
2951,248
2952,105
2953,832
2954,592
2955,903
2956,440
2957,233
2958,175
2959,93
2960,312
2961,221
2962,549
2963,234
2964,141
2965,105
2966,232
2967,102
2968,302
2969,531
2970,879
2971,207
2972,223
2973,226
2974,367
2975,337
2976,226
2977,10
2978,13
2979,35
2980,750
2981,273
2982,120
2983,234
2984,136
2985,832
2986,489
2987,549
2988,769
2989,549
2990,38
2991,330
2992,221
2993,387
